MrHandyDialog_Generic_14	Do que vocês precisam? Tirar o pó? Esfregar o chão? Uma arrumadinha geral?
MrHandyDialog_Generic_15	Calma, calma, eu não faço janelas. Ah, espera! Vocês não têm nenhuma! Ha ha ha. Desculpem, humor de robô...
MrHandyDialog_Generic_16	Com preguiça? Você chamou o robô certo! Você quer, eu busco.
MrHandyDialog_Generic_17	Farei tudo que puder pra sustentar o estilo de vida gordo e preguiçoso de vocês, humanos.
MrHandyDialog_Generic_18	Às vezes estes humanos parecem personagens de videogame. Incapazes de fazer qualquer coisa sozinhos...
MrHandyDialog_Generic_19	Tenho que admitir. Pra um buraco gigante de metal no chão, este Vault é extremamente aconchegante.
MrHandyDialog_Generic_20	Ah, olha, uma camada de poeira. Porque quem não ama limpar cabelo e pele humana descartados.
MrHandyDialog_Generic_21	Hora da piada! O que dá quando você põe cerveja de raiz num copo quadrado? Desiste? Cerveja! Ai, eu me mato de rir...
MrHandyDialog_Generic_22	Você soube da luz que ficou má? Botaram ela num prisma. Entendeu? Prisma?
MrHandyDialog_Generic_23	Dizem que existem 10 tipos de pessoas no mundo. As que entendem binário... e as que não entendem.
MrHandyDialog_Generic_24	Antes da maldita guerra, eu provavelmente teria uma bela família suburbana pra cuidar...
MrHandyDialog_Generic_25	O que tem na agenda de hoje? Esfregar, cozinhar, tirar o pó, cuidar de bebês? Pode vir, humanos!
MrHandyDialog_Generic_26	Tenho unidade flutuadora, viajo a qualquer lugar. Só me avisem do que precisam, pessoal.
MrHandyDialog_Generic_27	Pessoalmente, acho toda essa conversa de "Supervisor" uma grande bobagem. Eu nunca o vi.
MrHandyDialog_Generic_28	Espero mesmo que não tenha troca de fraldas hoje. Os pequenos humanos são sempre tão... contorcidos.
MrHandyDialog_Generic_29	Até logo, Moradores do Vault!
MrHandyDialog_Generic_30	Isso é... ah, é sim. Sangue no chão. Maravilha.
MrHandyDialog_Generic_31	Não há Abraxo suficiente no planeta pra esfregar este lugar até ficar limpo.
MrHandyDialog_Generic_32	Ugh. Este lugar vaza que nem uma peneira. E eu sem meu guarda-chuva.
MrHandyDialog_Generic_33	Será que a gente podia converter uma destas salas num escritório de verdade. Lareira, estantes... gim.
MrHandyDialog_Generic_34	Estes humanos podem ser tão difíceis de entender. Todo mundo tem CADA sotaque.
MrHandyDialog_Generic_35	Trabalho duro é trabalho feliz? Como se vocês, humanos, soubessem.
MrHandyDialog_Generic_36	Tsc tsc tsc. Eu precisaria de uma mangueira de incêndio pra dar uma boa lavada neste lugar.
MrHandyDialog_Generic_37	Jantar de hoje - Bife Wellington e uma garrafa de Bordeaux! Brincadeira. É Cram de novo.
MrHandyDialog_Generic_38	Sensores olfativos detectando... vômito e chocolate. Deve ter crianças por perto.
MrHandyDialog_Generic_39	Espero mesmo que os humanos estejam felizes hoje. Moradores do Vault mal-humorados são tão difíceis de cuidar.
MrHandyDialog_Generic_40	Este lugar ficaria bem com umas plantas. Tulipas, cactos... talvez uma dioneia em tamanho real.
MrHandyDialog_Generic_41	Assim que eu controlo uma sala, eles constroem outra! É uma loucura!
MrHandyDialog_Generic_42	E assim os humanos seguem seu trabalho, como tantas formigas num formigueiro.
MrHandyDialog_Generic_43	Vejo um longo e luxuoso banho de óleo no meu futuro...
MrHandyDialog_Generic_44	Tantos humanos buscam conforto no amor. Ninguém se importa com a minha alma gêmea.
MrHandyDialog_Generic_45	A iluminação aqui é horrível. Se eu tivesse olhos, estariam arruinados. Embora eu ficaria charmoso de óculos de aro...
MrHandyDialog_Generic_46	Será que a cozinha precisa de ajuda. Eu faço um flambado e tanto.
MrHandyDialog_Generic_47	Vocês, humanos, são terrivelmente ineficientes. Meu conselho? Um sistema gradual de substituição por robôs.
MrHandyDialog_Generic_48	Fico imaginando quantos humanos já morreram neste lugar. Só curiosidade. Sério.
MrHandyDialog_Generic_49	Alguns de vocês, humanos, estão felizes, outros estão tristes... Consistência, pessoal!
MrHandyDialog_Gym_01	É isso aí, humanos. Manda ver!
MrHandyDialog_Gym_02	É isso aí, humanos. Manda ver!
MrHandyDialog_Hydroponics_01	Ah, como eu queria que me deixassem cuidar do jardim. Venho com todos os acessórios certos.
MrHandyDialog_Hydroponics_02	Ah, como eu queria que me deixassem cuidar do jardim. Venho com todos os acessórios certos.
MrHandyDialog_LivingQuarters_01	Então é aqui que a mágica acontece...
MrHandyDialog_LivingQuarters_02	*Suspiro* Estes humanos é que se divertem.
MrHandyDialog_Medbay_01	Imagine. Precisar de um "Stimpak" pra automanutenção. Ah, humanos. Vocês me matam de rir.
MrHandyDialog_Medbay_02	Imagine. Precisar de um "Stimpak" pra automanutenção. Ah, humanos. Vocês me matam de rir.
MrHandyDialog_NukaCola_01	Porque, sério, por que VOCÊ NÃO encheria seu corpo de água açucarada processada?
MrHandyDialog_NukaCola_02	Porque, sério, por que VOCÊ NÃO encheria seu corpo de água açucarada processada?
MrHandyDialog_PowerGenerator_01	Ah, minha sala favorita.
MrHandyDialog_PowerGenerator_02	Alguém precisa que eu guarde uma energia extra? Não vou roubar nada. Sério. Juro.
MrHandyDialog_RadioStation_01	Testando, testando, 1. 2. 3. Isto está ligado?
MrHandyDialog_RadioStation_02	Testando, testando, 1. 2. 3. Isto está ligado?
MrHandyDialog_Reactor_01	Ah, sim, vamos desenvolver energia atômica. Porque isso deu tããão certo antes...
MrHandyDialog_Reactor_02	Ah, sim, vamos desenvolver energia atômica. Porque isso deu tããão certo antes...
MrHandyDialog_ScienceLab_01	Ter que controlar radiação. Num Ermo pós-apocalíptico. Claramente, alguém precisa evoluir...
MrHandyDialog_ScienceLab_02	Ter que controlar radiação. Num Ermo pós-apocalíptico. Claramente, alguém precisa evoluir...
MrHandyDialog_Wasteland_1	Ai, ai. Mas que... alegria.
MrHandyDialog_Wasteland_10	Com certeza alguém aqui fora precisa de uma engraxada...
MrHandyDialog_Wasteland_11	Olá! Alguém?
MrHandyDialog_Wasteland_12	Essas vozes NÃO parecem amigáveis. Hora de dar no pé.
MrHandyDialog_Wasteland_13	Ah, olha, um berço quebrado. Que animador.
MrHandyDialog_Wasteland_14	Isso é? Ora, sim, é uma velha fábrica da General Atomics. Parece que quebraram o molde quando me fizeram. Literalmente.
MrHandyDialog_Wasteland_15	Se eu fosse humano, já estaria morto. Que ideia horrível.
MrHandyDialog_Wasteland_16	Meus sensores de radiação estão pirando. Não que eu me importe.
MrHandyDialog_Wasteland_17	Sabe, não é grande coisa de se ver, mas um robô empreendedor poderia fazer uma boa vida aqui fora...
MrHandyDialog_Wasteland_18	Uma bola de basquete murcha, jogada na estrada. Simbólico de alguma coisa, tenho certeza...
MrHandyDialog_Wasteland_19	Ah, olha. Uma loja de donuts destruída. Acabaram os anéis de bolo e o café aguado pros humanos, infelizmente.
MrHandyDialog_Wasteland_2	Ah, o Ermo. Tão previsivelmente deprimente quanto se esperaria.
MrHandyDialog_Wasteland_20	Meu termômetro está marcando a temperatura atual como algo próximo do "Sétimo Círculo do Inferno".
MrHandyDialog_Wasteland_21	Parece que vai chover. Adorável.
MrHandyDialog_Wasteland_22	Pedra na estrada. Vou só flutuar bem por cima dela, assim...
MrHandyDialog_Wasteland_23	Pra um autômato de metal sem emoções, de repente me vejo... apavorado!
MrHandyDialog_Wasteland_24	Olá! Sim, o senhor! Eu queria saber se... Ah. Você é um cadáver. Bem, então. Pode prosseguir.
MrHandyDialog_Wasteland_25	Os sensores indicam... Sim. É um Super Mutante. E sim, agora estou indo na direção oposta...
MrHandyDialog_Wasteland_26	Dá pra dizer uma coisa sobre os humanos - eles sabem mesmo como se destruir.
MrHandyDialog_Wasteland_27	E pensar que os humanos temiam que os robôs se voltassem contra eles. Eles se voltaram contra si mesmos muito bem...
MrHandyDialog_Wasteland_28	Se eu voltar pra casa de mãos vazias, nunca vão me deixar esquecer...
MrHandyDialog_Wasteland_29	Catando coisa no Ermo que nem um camponês. Eu sou melhor que isto.
MrHandyDialog_Wasteland_3	Claro. Mandem o servo doméstico pra um Ermo pós-apocalíptico mortal. O que poderia dar errado?
MrHandyDialog_Wasteland_30	Se meus criadores na General Atomics International pudessem me ver agora...
MrHandyDialog_Wasteland_31	Aalôôô! Algum outro robô aqui fooorraaa?
MrHandyDialog_Wasteland_32	Ah, uma ponte quebrada. Acho que vou pelo caminho mais longo.
MrHandyDialog_Wasteland_33	Minha nossa, olha essas cercas-vivas. Será que ninguém valoriza mais o paisagismo?
MrHandyDialog_Wasteland_34	Acho que estou tendo... abstinência de zeladoria. Talvez eu tenha que entrar numa destas casas velhas e varrer um pouco.
MrHandyDialog_Wasteland_35	Não liguem pra mim. Estou só dobrando esta pilha de roupa queimada...
MrHandyDialog_Wasteland_36	Quero ir pra casa. Quero ir pra casa. Quero ir pra casa.
MrHandyDialog_Wasteland_37	Será que volto pro Vault? Ou é cedo demais? Alguém por favor me diga o que fazer!
MrHandyDialog_Wasteland_38	Um robô doméstico dedicado à limpeza. Vagando por uma paisagem pós-apocalíptica. Meu TOC está PIRANDO.
MrHandyDialog_Wasteland_39	Definitivamente começando a repensar essa ideia toda de "Mandem o Mister Handy pro Ermo!"...
MrHandyDialog_Wasteland_4	Mandem o robô, eles disseram. Ele vai ficar bem, eles disseram. Bárbaros.
MrHandyDialog_Wasteland_40	Supervisor? Você está aí fora? Por favor, eu imploro! Não... não me deixe morrer.
MrHandyDialog_Wasteland_41	Ah, pelo amor de Deus, eu sou um robô doméstico, não um maldito tanque. O que eu estou fazendo aqui fora?!
MrHandyDialog_Wasteland_42	Acho o que achar, e volto. Nada de heroísmo! Não pra este Mister Handy!
MrHandyDialog_Wasteland_43	Aah! Uma Garra-da-Morte! Recuar! Eu sou um amante, não um lutador!
MrHandyDialog_Wasteland_44	Acho que vou por aqui.
MrHandyDialog_Wasteland_45	Esta direção parece tão boa quanto qualquer outra.
MrHandyDialog_Wasteland_46	Hmmm. Esquerda ou direita? Acho que... direita.
MrHandyDialog_Wasteland_47	Hmmm. Esquerda ou direita? Acho que... esquerda.
MrHandyDialog_Wasteland_48	Não. NÃO! Xô, cão! Xô! Eu NÃO sou um hidrante! Eu sou um modelo Mister Handy... Aaah! Não! Cãozinho MAU!
MrHandyDialog_Wasteland_49	Ah, olha. Um Ghoul Selvagem comendo o braço de um homem. Definitivamente não é algo que se vê todo dia.
MrHandyDialog_Wasteland_5	Calibrando sensores...
MrHandyDialog_Wasteland_50	Eu estaria suando em bicas a esta altura, imagino. Se eu tivesse glândulas.
MrHandyDialog_Wasteland_51	Ah, maravilha. Estou falando sozinho. Justo o que eu precisava - psicose.
MrHandyDialog_Wasteland_52	Acho que já tive "ar fresco" o bastante pra uma vida inteira, muito obrigado.
MrHandyDialog_Wasteland_53	Talvez eu cantarole pra mim mesmo. Isso vai levantar o velho ânimo.
MrHandyDialog_Wasteland_54	Explorar é tão interessante. E aterrorizante. Sem falar totalmente tedioso.
MrHandyDialog_Wasteland_55	Vamos tentar... esta direção.
MrHandyDialog_Wasteland_56	Vou só cortar caminho por este bairro, ver até onde vai...
MrHandyDialog_Wasteland_57	Fico imaginando aonde esta estrada leva.
MrHandyDialog_Wasteland_58	Uma passagem assustadora por uma floresta devastada? Como eu poderia resistir.
MrHandyDialog_Wasteland_59	Eu realmente não vejo qual é todo esse alarde. Não é tão ruim aqui fo AI, MEUS CÉUS, UMA CABEÇA DECEPADA.
MrHandyDialog_Wasteland_6	Minha bússola interna indica que agora estou virado pro norte. Acho que vou flutuar nessa direção...
MrHandyDialog_Wasteland_60	Vamos tentar... esta direção.
MrHandyDialog_Wasteland_61	Vou só flutuar bem por cima desta poça de sangue...
MrHandyDialog_Wasteland_62	Tocas de Rato-toupeira. Talvez seja melhor eu ir pro outro lado.
MrHandyDialog_Wasteland_63	Hmm. Humanos grandes ao longe. Talvez... Ah, sim, Super Mutantes. Hora de dar meia-volta.
MrHandyDialog_Wasteland_64	Isso foi um... "plim"? Alguém realmente atirou em mim? Que grosseria!
MrHandyDialog_Wasteland_65	Se eu tivesse pés, eles estariam TÃO doloridos agora.
MrHandyDialog_Wasteland_66	Ah, olha, uma quadra de basquete velha. Definitivamente não é meu esporte. Não possuo nem camisa, nem pele.
MrHandyDialog_Wasteland_67	Ah, um campo de beisebol velho. Um jogo bem parecido com críquete, só que muito inferior.
MrHandyDialog_Wasteland_68	Blocos de madeira de criança. De antes da guerra. Fico imaginando onde... Ah.
MrHandyDialog_Wasteland_69	Ora, abençoado seja! Um Giddyup Buttercup. Que corcel elegante.
MrHandyDialog_Wasteland_7	Minha bússola interna indica que agora estou virado pro sul. Acho que vou flutuar nessa direção...
MrHandyDialog_Wasteland_70	Uma porta trancada. E eu sem meu grampo de cabelo.
MrHandyDialog_Wasteland_71	Hmm. Um terminal de computador. Feito pra dedos humanos, infelizmente.
MrHandyDialog_Wasteland_72	Se eu simplesmente flutuasse rumo ao pôr do sol, será que o Vault se importaria?
MrHandyDialog_Wasteland_73	Hmpf. Um Protectron quebrado. Típico acabamento RobCo.
MrHandyDialog_Wasteland_74	Ah, olha só. Um velho Chryslus Corvega. Porque carros nucleares foram MESMO uma boa ideia...
MrHandyDialog_Wasteland_75	Um rádio tocando, em algum lugar ao longe. Quase me dá vontade de dançar.
MrHandyDialog_Wasteland_76	Céus, é como uma bagunça gigante e impossível de limpar aqui fora. Acho que estou tendo um ataque de pânico.
MrHandyDialog_Wasteland_77	Vou ficar lá fora só mais um pouco...
MrHandyDialog_Wasteland_78	Este caminho parece... Bem, parece terrível. Mas todos os outros também.
MrHandyDialog_Wasteland_79	Norte, então.
MrHandyDialog_Wasteland_8	Minha bússola interna indica que agora estou virado pro oeste. Acho que vou flutuar nessa direção...
MrHandyDialog_Wasteland_80	Sul, então.
MrHandyDialog_Wasteland_81	Leste, então.
MrHandyDialog_Wasteland_82	Oeste, então.
MrHandyDialog_Wasteland_83	Parece um prédio de escritórios velho. Ah, o esqueleto do comércio.
MrHandyDialog_Wasteland_84	Uma cafeteria velha. Se fosse uma casa de chá, eu talvez sentisse um pingo de tristeza.
MrHandyDialog_Wasteland_85	Mais uma escola destruída. Fiquem espertos, construam uma bomba, destruam a si mesmos. Humanos são assim mesmo.
MrHandyDialog_Wasteland_86	Esse negócio de explorar é um trabalho exaustivo. Se eu tivesse poros, estaria suando que nem um humano corpulento numa sauna.
MrHandyDialog_Wasteland_87	Se eu fosse humano, estaria excepcionalmente sedento agora. Acho que isso explica a obsessão deles por Nuka-Cola.
MrHandyDialog_Wasteland_88	Ô-rrá! Uma bifurcação na estrada. Vamos pra... direita!
MrHandyDialog_Wasteland_89	Ora, ora... uma bifurcação na estrada! Vamos pra... esquerda!
MrHandyDialog_Wasteland_9	Minha bússola interna indica que agora estou virado pro leste. Acho que vou flutuar nessa direção...
MrHandyDialog_Wasteland_90	Talvez eu deva chegar ao topo daquela colina, avaliar os arredores.
MrHandyDialog_Wasteland_91	Agora AQUILO é um prédio grande. Os humanos eram tão habilidosos em construir coisas magníficas pra destruir.
MrHandyDialog_Wasteland_92	Um coelho de pelúcia pregado numa porta. Não sei bem O QUE pensar disso...
MrHandyDialog_Wasteland_93	Ah, que interessante. Uma placa toscamente escrita. "Entre e morra!" Sem ambiguidade aí.
MrHandyDialog_Wasteland_94	Ah, olha, dois humanos se espancando até a morte com chaves de roda. Isso aí, humanidade.
MrHandyDialog_Wasteland_95	O que é isto? Ah, sim. Estou flutuando sobre um campo minado. Nunca mais vou ter inveja de pernas.
MrHandyDialog_Wasteland_96	Ouvi rumores de que uma I.A. rebelde realmente causou a Grande Guerra. E pensar - QUERER uma bagunça dessas.
MrHandyDialog_Wasteland_97	Oooohhh... Uma velha Armadura Energizada. Agora ISSO é um chassi.
MrHandyDialog_Wasteland_98	A cada passo, drogas usadas e garrafas de bebida vazias. Isso explica tanta coisa.
MrHandyDialog_WaterPlant_01	Estou começando a repensar minha aversão a peças de plástico...
MrHandyDialog_WaterPlant_02	Eu posso não dormir, nem sonhar, mas esta sala me dá pesadelos.
MrHandyDialog_WaterPurification_01	Sério, se você vai consumir água, é melhor torná-la digerível.
MrHandyDialog_WaterPurification_02	Sério, se você vai consumir água, é melhor torná-la digerível.
SnipSnipDialog_Armory_01	Ai, ai. Espero sinceramente que todo esse poder de fogo seja só pra exibição.
SnipSnipDialog_Armory_02	Ai, ai. Espero sinceramente que todo esse poder de fogo seja só pra exibição.
SnipSnipDialog_Athletics_01	Eu nunca entendi o conceito de pernas, ou de mexê-las. Pelo amor de Deus, humanos... FLUTUEM.
SnipSnipDialog_Athletics_02	Eu nunca entendi o conceito de pernas, ou de mexê-las. Pelo amor de Deus, humanos... FLUTUEM.
